,userId,movieId,rating
90733,694,2987,4
90744,694,3033,2
90752,694,3087,4
90799,695,71,1
90804,695,95,3
90814,695,135,3
90815,695,141,4
90819,695,160,2
90821,695,163,3
90875,695,329,1
90888,695,366,3
90903,695,426,1
90906,695,435,2
90914,695,464,1
90938,695,546,1
90946,695,585,4
90953,695,594,3
90959,695,610,3
90971,695,663,5
90975,695,674,4
90985,695,724,3
90987,695,733,4
90999,695,780,3
91004,695,798,1
91008,695,809,2
91016,695,842,3
91021,695,879,2
91039,695,1029,3
91040,695,1030,3
91060,695,1097,4
91064,695,1126,3
91066,695,1129,2
91083,695,1210,5
91093,695,1259,5
91098,695,1270,5
91111,695,1339,4
91112,695,1342,4
91122,695,1372,3
91142,695,1407,4
91152,695,1454,4
91158,695,1485,3
91173,695,1562,1
91175,695,1573,3
91183,695,1591,2
91184,695,1592,1
91203,695,1646,2
91206,695,1654,1
91211,695,1673,4
91212,695,1674,4
91238,695,1810,4
91244,695,1869,1
91246,695,1881,1
91251,695,1907,1
91252,695,1909,1
91256,695,1917,2
91261,695,1927,5
91262,695,1951,4
91269,695,1971,4
91272,695,1974,4
91276,695,1978,4
91278,695,1980,4
91292,695,1995,1
91295,695,2001,3
91321,695,2072,3
91331,695,2089,3
91353,695,2137,4
91375,695,2174,4
91376,695,2188,3
91383,695,2253,1
91385,695,2265,4
91390,695,2301,5
91393,695,2321,3
91399,695,2334,1
91422,695,2399,1
91427,695,2406,3
91431,695,2412,1
91439,695,2447,1
91459,695,2525,1
91466,695,2599,4
91467,695,2616,3
91473,695,2655,3
91474,695,2656,4
91500,695,2794,4
91505,695,2804,5
91508,695,2815,3
91521,695,2901,1
91532,695,2949,4
91538,695,2987,3
91542,695,2992,1
91548,695,3033,4
91554,695,3043,3
91583,696,1029,3.5
91591,696,1250,4.5
91606,696,2858,4.5
91625,696,48738,4
91628,696,55442,4
91630,696,58559,5
91643,697,150,4
91646,697,163,4
91658,697,329,2
91679,697,733,4.5
91682,697,780,1
91683,697,785,3.5
91692,697,1097,3.5
91699,697,1210,4
91712,697,1407,4.5
91715,697,1485,2.5
91719,697,1562,0.5
91720,697,1573,0.5
91723,697,1653,5
91730,697,1909,2.5
91735,697,2001,3.5
91763,697,3208,3
91766,697,3271,3.5
91806,697,5159,0.5
91812,697,5591,0.5
91814,697,5693,1.5
91872,698,27317,1.5
91901,698,80862,3.5
91905,698,85788,4
91929,698,116823,3.5
91944,698,140523,4
91950,698,156726,3.5
91961,698,163645,4.5
91965,698,166024,4.5
91972,698,168492,4
91989,699,141,5
92026,699,46970,2
92039,700,858,3.5
92056,700,2137,2.5
92084,700,4963,4.5
92106,700,30812,4
92115,700,45517,3
92120,700,48738,4.5
92139,700,58559,5
92142,700,59784,4
92163,700,78499,3.5
92166,700,80463,4.5
92195,701,1339,4.5
92200,701,1674,4.5
92229,702,316,3
92251,702,2858,4.5
92271,702,4963,4
92274,702,5147,5
92293,702,7293,3.5
92318,702,45517,3.5
92329,702,58559,3.5
92333,702,59784,4
92352,702,78499,4
92355,702,80463,4
92380,702,95167,4.5
92386,702,97752,5
92421,702,116823,3.5
92463,702,204698,3.5
92471,703,95,3
92473,703,141,4
92474,703,150,4
92477,703,160,3
92489,703,316,3
92504,703,435,3
92505,703,440,4
92510,703,500,4
92541,704,80463,5
92547,704,97752,5
92555,704,112804,5
92563,704,163645,5
92574,705,95,2.5
92577,705,150,4
92584,705,316,4
92589,705,361,4
92604,705,780,2.5
92606,705,785,2.5
92607,705,858,3
92613,705,1097,4
92619,705,1210,3.5
92623,705,1259,4
92625,705,1270,4.5
92636,705,1573,3
92647,705,1907,4
92657,705,2273,2.5
92677,705,2804,4
92678,705,2858,3
92686,705,3301,3.5
92697,705,3868,2.5
92720,705,4344,2.5
92721,705,4367,2.5
92723,705,4370,3
92734,705,4963,2.5
92789,705,7293,3.5
92807,705,8917,4
92815,705,31685,2.5
92816,705,32031,3.5
92832,705,46530,2.5
92833,705,46970,3
92836,705,48385,3
92843,705,52245,3.5
92845,705,52973,4
92856,705,58559,4
92861,705,59784,3.5
92864,705,60074,2.5
92893,705,73321,2
92902,705,78499,3.5
92907,705,80549,3.5
92948,705,94864,3
92950,705,95167,2.5
92955,705,97752,3
92965,705,102445,4
92969,705,103228,2.5
93001,705,112788,3
93009,705,116823,4
93059,706,1250,4
93060,706,1270,2
93070,706,2001,1.5
93088,706,4223,3
93094,706,4963,3
93097,706,5620,2.5
93126,707,163,4
93144,707,316,3
93147,707,329,3
93167,707,500,1
93174,707,546,1
93188,707,610,2
93190,707,663,4
93195,707,733,5
93201,707,780,3
93204,707,858,5
93225,707,1029,2
93235,707,1097,2
93247,707,1210,4
93262,707,1259,4
93265,707,1266,4
93267,707,1270,4
93275,707,1298,2
93280,707,1339,2
93283,707,1372,4
93301,707,1485,4
93309,707,1562,1
93310,707,1573,3
93346,707,1907,4
93347,707,1909,3
93350,707,1917,2
93358,707,2001,3
93365,707,2019,4
93388,707,2137,3
93399,707,2174,2
93403,707,2253,1
93405,707,2273,4
93409,707,2301,3
93412,707,2321,4
93415,707,2334,4
93426,707,2406,3
93435,707,2485,3
93443,707,2616,2
93445,707,2625,2
93470,707,2804,3
93474,707,2815,1
93481,707,2858,5
93491,707,2949,3
93495,707,2987,3
93505,707,3033,4
93528,707,3265,5
93530,707,3301,4
93533,707,3354,2
93545,707,3525,2
93567,707,3704,3
93584,707,3972,4
93588,707,3986,3
93601,707,4223,4
93609,707,4343,4
93610,707,4344,2
93614,708,299,4
93618,708,785,1
93621,708,1097,5
93634,708,2485,3
93639,708,2581,4
93658,708,2828,2
93661,708,2901,1
93688,709,95,4.5
93690,709,150,4.5
93692,709,163,5
93695,709,316,5
93706,709,733,4.5
93709,709,780,5
93719,709,1210,4
93723,709,1259,3
93725,709,1270,5
93736,709,1653,4
93746,709,1917,3.5
93761,709,2858,4
93767,709,3354,3.5
93804,709,4963,5
93807,709,5065,4.5
93810,709,5218,4
93813,709,5313,4
93881,709,31685,2.5
93885,709,33646,5
93906,709,46970,0.5
93907,709,46972,3.5
93912,709,48385,5
93923,709,52245,1
93938,709,57528,4.5
93942,709,58559,5
93946,709,59784,4
93950,709,60074,4.5
93956,709,62849,5
93985,709,73321,4.5
93995,709,78499,5
94008,709,83134,5
94009,709,83613,5
94015,709,85788,5
94045,709,94864,5
94048,709,95875,4.5
94055,709,97306,3.5
94056,709,97752,4.5
94067,709,102445,4.5
94072,709,103228,5
94113,709,116823,4.5
94137,709,156387,1
94155,710,785,2
94156,710,858,5
94177,710,2858,4
94194,710,58559,4.5
94204,711,858,3
94218,711,2858,3
94222,711,4367,2
94232,711,58559,4
94249,712,594,3.5
94262,712,1270,3.5
94269,712,1573,3.5
94271,712,1653,5
94274,712,1907,5
94301,712,4232,3.5
94306,712,4367,4
94315,712,5444,4
94340,712,30816,3.5
94344,712,40339,4
94347,712,42718,5
94367,712,58559,4.5
94391,712,83134,4.5
94402,712,95167,4
94410,712,102445,2
94411,712,103228,1
94442,713,316,5
94453,713,858,1.5
94457,713,1097,5
94458,713,1129,5
94463,713,1210,5
94468,713,1259,5
94470,713,1270,5
94478,713,1573,5
94494,713,2858,4.5
94502,713,3704,4.5
94506,713,4344,5
94519,713,8798,5
94529,713,58559,5
94552,713,102445,4.5
94574,714,150,3.5
94593,714,500,5
94603,714,733,4
94607,714,780,3
94615,714,1183,4.5
94625,714,1270,4
94631,714,1485,4
94636,714,1653,3.5
94641,714,1907,3
94642,714,1917,4
94644,714,2019,4.5
94649,714,2174,3.5
94655,714,2406,4
94669,714,2950,4
94692,714,4367,2
94693,714,4370,4.5
94698,714,4681,1
94703,714,4963,3.5
94709,714,5218,4
94721,714,5620,4
94760,714,7293,4
94771,714,8798,5
94786,714,33166,4
94810,714,46972,1
94828,714,58559,4
94831,714,59784,4
94832,714,60040,2.5
94876,714,103228,3
94883,715,135,2
94889,715,858,5
94906,715,2804,4.5
94916,715,4963,3.5
94919,715,7366,0.5
94927,715,46970,4
94938,716,1339,4
94940,716,1372,3
94952,716,4963,4.5
94953,716,5218,5
94969,716,53993,2
94977,717,440,4
94997,717,1247,4
95003,717,1674,4
95017,718,141,4.5
95031,718,585,2.5
95033,718,594,4
95049,718,1259,3.5
95051,718,1270,4
95067,718,1907,5
95070,718,2001,4
95080,718,2174,3.5
95081,718,2321,3.5
95088,718,2447,5
95092,718,2581,4
95097,718,2804,3.5
95116,718,5064,4.5
95122,718,5444,4.5
95125,718,5620,4
95143,719,105,2
95147,719,500,3
95150,719,858,5
95159,719,1097,5
95169,719,1233,5
95183,719,1927,5
95188,719,2019,5
95190,719,2070,5
95208,719,2858,5
95212,719,2925,5
95215,719,2987,5
95227,719,3258,5
95235,719,3334,5
95247,720,1259,4
95255,720,1909,4.5
95290,721,160,3
95293,721,316,2
95297,721,674,4
95300,721,780,3
95303,721,1097,3
95305,721,1129,2
95309,721,1210,3
95312,721,1270,3
95324,721,1917,2
95374,722,1097,4
95381,722,1210,5
95385,722,1259,4
95387,722,1270,4.5
95396,722,1907,3
95430,722,4232,0.5
95431,722,4298,4
95445,722,5504,0.5
95457,722,6013,4
95462,722,6298,5
95470,722,6752,4.5
95471,722,6755,3
95476,722,6946,3.5
95484,722,7259,4.5
95496,722,8337,4
95507,722,8974,3
95532,723,858,4
95539,723,1210,4.5
95543,723,1270,2.5
95544,723,1573,1
95568,723,5218,3.5
95581,723,32031,4.5
95586,723,40339,3.5
95589,723,45517,4
95597,723,58559,4.5
95599,723,62849,4.5
95610,723,78499,4
95612,723,80463,5
95633,723,97306,2.5
95664,724,150,3
95667,724,163,3
95695,725,858,5
95710,725,1270,3
95715,725,2186,4.5
95718,725,2858,4
95730,725,4963,5
95761,726,95,2
95764,726,141,3
95773,726,733,3
95775,726,780,3
95797,727,500,4.5
95808,727,1097,4
95815,727,1210,4
95819,727,1247,4
95820,727,1259,4.5
95823,727,1485,3.5
95826,727,1653,4.5
95829,727,1884,4.5
95830,727,1907,4
95873,727,4370,4
95886,727,5444,4
95908,727,27904,4
95940,727,78499,4
95944,727,80549,3.5
95953,727,103335,4.5
95969,728,95,4
95971,728,141,3
95975,728,733,4
95979,728,780,3
96028,730,2858,5
96034,730,4223,3.5
96038,730,4649,5
96039,730,4963,4.5
96044,730,33166,1.5
96058,730,58559,5
96077,731,150,3
96083,731,193,2
96091,731,280,5
96099,731,329,5
96130,731,594,1
96136,731,780,3
96142,731,1086,3
96144,731,1097,3
96156,732,105,4
96181,732,1097,4
96182,732,1183,5
96191,732,1266,4
96192,732,1270,3
96198,732,1407,2
96208,732,1653,4
96209,732,1674,4
96222,732,2174,2
96223,732,2188,2
96250,732,2858,4
96252,732,2919,4
96256,733,160,4
96263,733,1407,3
96264,733,1573,3
96270,733,1907,5
96288,734,150,3
96289,734,156,3
96310,734,440,3
96329,734,585,5
96338,734,663,1
96357,734,1046,3
96365,734,1097,5
96371,734,1129,4
96379,734,1183,1
96381,734,1187,3
96387,734,1210,3
96398,734,1238,5
96403,734,1247,3
96406,734,1259,4
96408,734,1266,5
96410,734,1270,4
96411,734,1285,4
96418,734,1298,3
96432,734,1407,4
96441,734,1573,4
96451,734,1653,4
96453,734,1673,3
96466,734,1810,3
96468,734,1909,3
96496,734,2114,3
96505,734,2174,3
96509,734,2243,5
96514,734,2301,2
96538,734,2599,5
96548,734,2736,2
96560,734,2804,3
96562,734,2858,5
96570,734,2919,3
96571,734,2928,1
96572,734,2929,2
96576,734,2949,3
96581,734,2987,4
96594,734,3087,4
96609,734,3251,3
96625,734,3499,4
96628,734,3508,4
96642,734,3730,5
96650,734,3868,4
96655,734,4009,2
96665,734,4211,3
96682,735,316,3
96696,735,780,3
96697,735,858,3.5
96706,735,1210,5
96710,735,1270,5
96721,735,2174,3
96752,735,58559,5
96769,735,176371,3.5
96777,736,101,3.5
96797,736,594,3.5
96799,736,714,3.5
96803,736,858,5
96821,736,1270,3
96827,736,4223,3
96840,736,5198,4
96845,736,5602,4
96849,736,5899,3.5
96873,736,7484,3
96882,736,8873,3.5
96895,736,33166,2.5
96942,736,80463,4
96944,736,80549,3
96952,736,99468,4
96981,737,858,5
96991,737,1210,5
96995,737,1270,5
97009,737,58559,1.5
97018,737,103335,5
97036,738,95,2
97038,738,135,2
97040,738,150,3
97043,738,163,3
97046,738,193,0.5
97065,738,449,3.5
97070,738,500,1
97077,738,733,3
97080,738,780,1.5
97084,738,858,3.5
97090,738,1097,3.5
97094,738,1210,2.5
97104,738,1270,2.5
97126,738,1909,4
97127,738,1917,2
97131,738,2001,3
97140,738,2273,1.5
97156,738,2858,4
97160,738,2987,2.5
97196,738,4235,4.5
97221,738,5959,3
97226,738,6323,3
97238,738,7293,1
97254,738,32825,4.5
97255,738,33166,5
97264,738,44815,3
97277,738,49314,4.5
97300,738,58559,4
97330,739,858,5
97350,739,4367,3.5
97355,739,4963,3.5
97358,739,5218,3
97376,739,7293,3.5
97386,739,30812,3.5
97399,739,58559,3.5
97401,739,59784,3
97410,739,78499,0.5
97412,739,80463,3.5
97428,740,150,4
97435,740,316,4.5
97445,740,500,3
97454,740,733,3.5
97456,740,780,4
97458,740,858,5
97467,740,1097,3.5
97477,740,1210,4.5
97493,740,1407,3
97505,740,1917,3.5
97557,740,4344,3.5
97558,740,4367,2.5
97564,740,4963,3.5
97568,740,5218,3.5
97572,740,5388,4
97606,740,7293,3
97626,740,30812,3.5
97627,740,31685,3
97630,740,33166,3.5
97641,740,39446,3
97656,740,45517,3
97659,740,46530,3
97661,740,46972,2.5
97666,740,48385,3
97680,740,52973,3.5
97698,740,58559,4
97703,740,59615,3.5
97705,740,60074,2.5
97729,740,71033,3
97735,740,73321,3
97746,740,80463,2.5
97761,740,87520,3
97784,740,94864,4
97790,740,97752,4
97798,740,102445,3.5
97801,740,103228,3
97804,740,103335,4.5
97837,740,115569,3.5
97840,740,116823,2.5
97895,741,500,3
97921,741,1097,5
97926,741,1183,3.5
97938,741,1259,5
97940,741,1270,4.5
97980,741,2174,4.5
97982,741,2243,4.5
97989,741,2406,4.5
97998,741,2804,4
97999,741,2858,5
98002,741,2966,4.5
98003,741,2987,4.5
98006,741,3022,4
98052,741,4963,4.5
98077,741,6867,4.5
98080,741,7137,5
98097,741,33166,5
98110,741,39183,4
98121,741,45517,4
98187,741,80549,4.5
98191,741,84615,4.5
98210,741,112399,3.5
98221,742,1210,4
98225,742,2001,2
98248,743,1210,4
98249,743,1907,4
98261,743,5218,4
98291,744,150,4.5
98295,744,1097,4.5
98299,744,2273,4
98304,744,5218,4
98308,744,40339,4
98318,744,58559,4
98320,744,59784,4.5
98339,744,90746,3.5
98346,744,103335,3.5
98355,744,115569,2.5
98370,745,2858,5
98371,745,2966,3
98385,745,3972,5
98394,746,150,5
98409,746,1183,4
98410,746,1210,3
98412,746,1266,3
98418,746,1730,3
98425,746,2858,4
98428,747,147,5
98441,747,2858,5
98455,747,58559,5
98464,747,102194,5
98486,748,150,4
98490,748,160,3
98498,748,193,3
98505,748,236,3
98522,748,316,5
98526,748,329,4
98554,748,426,3
98555,748,435,3
98561,748,464,3
98567,748,500,3
98577,748,546,3
98580,748,585,3
98587,748,594,3
98603,748,1086,4
98606,748,1097,4
98627,749,858,5
98634,749,1210,5
98640,749,1270,5
98669,749,58559,4
98698,750,59784,4
98699,750,60074,4
98701,750,62849,4
98706,750,79357,5
98707,750,80463,4.5
98716,750,117887,4.5
98723,750,168492,5
98730,750,192803,5
98742,751,316,3
98753,751,594,4
98757,751,765,2
98758,751,785,4
98773,751,1266,5
98774,751,1270,4
98782,751,1591,4
98791,751,1917,3
98821,751,2599,5
98832,751,2858,5
98837,751,2987,4
98859,751,3972,5
98882,751,4963,5
98885,751,5218,3
98886,751,5291,3
98899,752,150,5
98905,752,183,3
98919,752,316,3
98933,752,435,2
98935,752,440,3
98939,752,500,3
98951,752,610,5
98953,752,733,4
98955,752,780,4
98962,752,1086,2
98967,752,1129,3
98977,752,1210,4
98984,752,1233,5
98991,752,1266,4
98992,752,1270,4
99015,753,150,3
99045,754,316,2
99047,754,329,2
99061,754,500,3
99077,755,858,3.5
99081,755,1210,4.5
99084,755,1270,4
99103,755,4963,4
99142,755,80463,3
99153,755,97752,5
99169,755,116823,4
99196,756,316,4
99199,756,329,4
99206,756,435,2.5
99225,756,714,3
99230,756,780,3
99233,756,858,4.5
99246,756,1097,3
99251,756,1183,4
99262,756,1210,4
99272,756,1250,0.5
99274,756,1260,0.5
99277,756,1266,4
99278,756,1270,3.5
99282,756,1339,4
99302,756,1653,4
99312,756,1884,5
99313,756,1909,4
99314,756,1917,3.5
99332,756,2186,0.5
99346,756,2532,2.5
99365,756,2858,5
99408,756,3986,4
99419,756,4235,4
99424,756,4367,4
99425,756,4370,3
99434,756,4963,4
99439,756,5218,4
99441,756,5319,3.5
99447,756,5444,3
99464,756,5881,3.5
99497,756,6879,3
99504,756,7001,2.5
99537,756,8798,4
99540,756,8873,4
99549,756,27674,4
99555,756,33166,3.5
99568,756,37386,4
99573,756,40339,1.5
99590,756,46530,3
99592,756,48385,3
99621,757,101,3.5
99627,757,150,3.5
99634,757,193,4
99652,757,316,2.5
99654,757,329,2
99690,757,585,3.5
99696,757,594,4
99700,757,610,3.5
99701,757,627,3.5
99703,757,663,3
99705,757,674,4
99708,757,724,3.5
99714,757,780,2.5
99719,757,858,4
99745,757,1029,4
99763,757,1097,3.5
99769,757,1126,3.5
99771,757,1129,3.5
99796,757,1210,1.5
99812,757,1238,4
99818,757,1247,4
99821,757,1250,4
99830,757,1259,4
99836,757,1266,3.5
99838,757,1270,3
99845,757,1285,3.5
99852,757,1298,4
99863,757,1339,3.5
99866,757,1342,2.5
99877,757,1372,3
99890,757,1407,3.5
99904,757,1573,3.5
99918,757,1653,2.5
99920,757,1673,4
99921,757,1674,3.5
99938,757,1810,3.5
99943,757,1884,5
99945,757,1909,4
99948,757,1917,1
99966,757,1974,3.5
100001,757,2137,3.5
100012,757,2174,3.5
100014,757,2181,4
100019,757,2253,3
100021,757,2273,2.5
100030,757,2301,1
100035,757,2316,3.5
100037,757,2321,3.5
100062,757,2406,3
100093,757,2525,3.5
100099,757,2532,4.5
100111,757,2599,3.5
100129,757,2667,4
100158,757,2804,4
100162,757,2858,4
100168,757,2901,3.5
100175,757,2919,4
100186,757,2949,4
100187,757,2950,3.5
100208,757,3022,4
100210,757,3033,1
100217,757,3075,3
100219,757,3087,4
100251,757,3334,4.5
100252,757,3344,4
100253,757,3354,3
100273,757,3499,3.5
100279,757,3525,3.5
100282,757,3539,4.5
100298,757,3658,4
100304,757,3682,4.5
100314,757,3704,3
100315,757,3706,3.5
100316,757,3725,2.5
100319,757,3730,5
100346,757,3923,3.5
100351,757,3930,3.5
100365,757,4020,4
100394,757,4282,4.5
100406,757,4367,2.5
100407,757,4370,3
100418,757,4487,1.5
100422,757,4532,3
100437,757,4681,2.5
100443,757,4744,4
100465,757,4902,4
100484,757,5007,3.5
100486,757,5013,3.5
100495,757,5064,4
100496,757,5065,4
100524,757,5388,3
100533,757,5468,3.5
100559,757,5693,3
100563,757,5734,2.5
100584,757,5909,4
100632,757,6610,4.5
100634,757,6620,4
100650,757,6741,4
100653,757,6755,3.5
100654,757,6774,4.5
100663,757,6867,3.5
100666,757,6957,3.5
100677,757,7001,3.5
100684,757,7063,5
100691,757,7113,5
100694,757,7124,4
100697,757,7137,2.5
100704,757,7217,4
100719,757,7389,3
100727,757,7484,3.5
100731,757,7492,3
100732,757,7564,3.5
100735,757,7571,4
100757,757,7984,4
100760,757,7993,4
100770,757,8149,3.5
100777,757,8295,4
100803,757,8879,3.5
100804,757,8882,3.5
100811,757,8917,3
100824,757,26116,4
100825,757,26119,4
100826,757,26122,4
100837,757,26246,4
100846,757,26492,3
100848,757,26555,1.5
100854,757,26629,3.5
100858,757,27317,4.5
100866,757,27904,4.5
100877,757,31923,3.5
100883,757,33166,3.5
100911,757,41573,3.5
100914,757,42718,3.5
100915,757,42723,3
100937,757,48043,4
100939,757,48385,4
100958,757,56145,4
100974,758,58559,4.5
100981,759,163,2
100984,759,307,4
100991,759,1909,2
100999,759,58559,3.5
101013,760,594,5
101027,760,1605,1
101038,760,2316,2
101039,760,2334,1
101051,761,1270,3.5
101063,761,87520,4
101065,761,95875,5
101068,761,103228,4
101088,762,2447,3
101089,762,2496,4
101098,762,2581,3
101112,762,2828,5
101119,763,150,5
101123,763,858,3.5
101125,763,1097,5
101128,763,1210,4.5
101194,764,95,5
101204,764,329,4
101221,764,780,3
101234,764,1210,5
101249,765,95,4
101254,765,160,3
101266,765,316,4
101268,765,329,2
101286,765,500,4
101296,765,594,4
101301,765,733,5
101303,765,780,4
101304,765,785,4
101306,765,798,4
101308,765,858,4
101316,765,1097,3
101321,765,1210,5
101329,765,1270,4
101341,765,1485,4
101347,765,1562,3
101348,765,1573,5
101351,765,1591,4
101389,765,2412,3
101395,766,28,5
101401,766,213,5
101404,766,236,4
101410,766,307,5
101412,766,321,5
101421,766,500,3
101469,767,307,3
101473,767,329,3
101490,767,440,4
101500,767,500,2
101509,767,585,2
101514,767,594,3
101517,767,610,3
101520,767,780,4
101524,767,1029,3
101540,768,500,4
101552,768,1270,5
101556,768,1485,5
101560,768,1573,4.5
101562,768,1653,5
101567,768,1907,5
101576,768,2273,2.5
101590,768,2858,5
101629,768,4223,5
101636,768,4340,2.5
101637,768,4367,3.5
101638,768,4370,4
101649,768,4963,5
101655,768,5065,3.5
101661,768,5444,5
101687,768,6503,2
101701,768,7293,5
101711,768,8798,5
101727,768,30812,5
101738,768,37727,3.5
101749,768,46972,2.5
101751,768,48043,3.5
101752,768,48385,0.5
101775,768,58559,4
101778,768,59615,4
101779,768,59784,0.5
101843,768,115569,5
101845,768,116823,0.5
101868,769,102,2
101873,769,141,2
101881,769,724,5
101884,769,765,1
101885,769,780,5
101905,770,95,2
101920,770,440,4
101935,770,780,2
101937,770,858,5
101944,770,1097,4
101953,770,1210,3
101961,770,1259,3.5
101963,770,1270,3.5
101976,770,1573,3
101980,770,1673,3
101992,770,2174,3
102014,770,2804,4.5
102042,770,4963,3.5
102088,771,105,3
102090,771,135,4
102091,771,147,4
102092,771,150,3
102095,771,160,3
102098,771,193,3
102104,771,236,4
102115,771,316,2
102139,771,440,4
102150,771,500,4
102158,771,585,2
102166,771,610,3
102186,771,1097,3
102204,772,95,2
102210,772,141,5
102212,772,150,4
102214,772,160,2
102216,772,163,2
102219,772,171,4
102235,772,280,3
102242,772,316,2
102246,772,329,3
102268,772,435,1
102272,772,464,2
102288,772,521,1
102295,772,546,1
102309,772,627,2
102313,772,674,3
102316,772,733,4
102320,772,780,3
102322,772,798,1
102323,772,809,1
102327,772,858,5
102351,772,1097,3
102355,772,1129,4
102367,772,1210,5
102374,772,1233,5
102377,772,1259,4
102380,772,1266,4
102382,772,1270,4
102387,772,1285,5
102390,772,1298,5
102398,772,1372,3
102416,772,1485,3
102426,772,1562,3
102428,772,1573,3
102435,772,1591,1
102448,772,1653,3
102449,772,1674,3
102467,772,1884,5
102470,772,1909,4
102472,772,1917,2
102480,772,1995,1
102483,772,2001,3
102521,772,2174,3
102522,772,2179,3
102524,772,2188,3
102532,772,2253,4
102548,773,95,3
102554,773,500,5
102558,773,724,4
102561,773,765,4
102562,773,780,4
102569,774,2485,3
102579,774,5620,2.5
102589,774,8643,4.5
102597,774,52973,3
102615,774,73319,2.5
102618,774,80549,4.5
102644,775,858,4
102657,775,1210,3.5
102662,775,1270,3.5
102669,775,1653,3.5
102673,775,1907,3.5
102676,775,2019,5
102680,775,2174,3
102688,775,2858,3.5
102704,775,4963,3.5
102707,775,5218,3.5
102751,775,48385,4.5
102768,775,58559,2.5
102769,775,59615,1.5
102770,775,59784,3
102791,775,80463,3
102801,775,95167,3
102852,777,1209,5
102853,777,1210,5
102863,777,2019,5
102865,777,2858,5
102881,778,150,4
102886,778,316,2
102909,779,95,4
102911,779,141,4
102915,779,160,4
102926,779,236,4
102934,779,316,5
102950,779,500,5
102978,780,2858,4.5
102991,780,7347,1.5
103010,780,79357,4.5
103030,780,112804,5
103044,781,2485,4
103052,781,83134,2.5
103069,781,90746,2
103072,782,1285,4
103075,782,2186,4
103083,782,46337,0.5
103102,783,733,4
103117,783,4963,4
103134,783,58559,3
103182,785,334,4
103196,785,858,5
103217,785,1097,5
103224,785,1183,5
103246,785,1250,5
103251,785,1270,4
103270,785,1951,5
103273,785,2019,5
103284,785,2174,5
103292,785,2406,4
103297,785,2599,4
103303,785,2858,5
103311,785,2987,5
103332,786,150,5
103340,786,440,5
103343,786,500,3
103349,786,594,5
103366,786,1029,5
103372,786,1097,4
103380,786,1250,4.5
103382,786,1270,4.5
103389,786,1674,5
103392,786,1951,4
103428,786,4963,4
103431,786,5620,5
103453,786,107141,5
103457,787,101,3.5
103458,787,105,3.5
103461,787,150,4
103465,787,281,4
103479,787,858,5
103494,787,1233,4.5
103497,787,1250,4
103498,787,1259,4
103500,787,1270,3.5
103502,787,1285,1.5
103510,787,1674,3.5
103525,787,2804,4
103527,787,3035,5
103534,787,3365,5
103545,787,3873,4
103551,787,4337,5
103565,787,5707,4
103574,787,6867,2.5
103607,787,65418,1.5
103617,788,733,4
103631,788,1270,4.5
103654,788,8798,4
103668,788,136020,4
103670,789,105,2
103678,789,780,3.5
103679,789,785,4
103704,789,4223,4
103710,789,4963,4
103726,790,858,5
103737,790,2858,4
103746,790,8798,4
103755,790,58559,4.5
103774,791,5218,4.5
103782,791,59784,4.5
103786,791,78499,4.5
103789,791,95167,4.5
103804,792,897,2
103808,792,1210,4.5
103811,792,1592,1
103845,792,7366,4
103848,792,8873,3
103885,793,316,3
103891,793,426,5
103892,793,435,2
103905,793,780,4
103907,793,858,5
103913,793,1097,5
103916,793,1129,4
103927,793,1210,5
103933,793,1233,4
103937,793,1270,4
103958,793,1562,4
103962,793,1591,3
103965,793,1653,5
103973,793,1907,3
103974,793,1909,5
103984,793,2019,5
103994,793,2174,5
103997,793,2273,4
104007,793,2412,3
104015,793,2532,4
104029,793,2901,4
104035,793,2987,4
104064,793,3704,4
104065,793,3706,5
104073,793,3972,5
104085,793,4343,3
104088,793,4370,5
104095,793,4571,4
104121,793,5013,5
104122,793,5014,4
104125,793,5027,3
104127,793,5051,5
104134,793,5218,5
104141,793,5291,5
104144,793,5313,1
104157,794,858,5
104163,794,1209,5
104170,794,1266,4
104182,794,2858,4.5
104190,794,3704,3
104195,794,4235,4.5
104200,794,5959,3.5
104206,794,8798,4
104227,795,150,3.5
104230,795,163,4
104242,795,329,4
104251,795,435,2.5
104257,795,500,3.5
104271,795,733,4.5
104274,795,780,4
104285,795,1097,3.5
104286,795,1129,4.5
104294,795,1210,4.5
104301,795,1270,4
104308,795,1372,4.5
104314,795,1407,3
104315,795,1485,3.5
104320,795,1562,3.5
104321,795,1573,4.5
104326,795,1653,4
104332,795,1907,4
104333,795,1917,4.5
104337,795,2001,3.5
104350,795,2174,3
104351,795,2273,3.5
104370,795,2858,4.5
104373,795,2987,3
104375,795,3033,3
104383,795,3301,3.5
104403,795,4223,3.5
104407,795,4367,3
104410,795,4571,4
104418,795,4963,5
104422,795,5218,4
104424,795,5291,4.5
104453,795,7293,4
104464,795,8917,3.5
104479,795,45517,4
104481,795,46530,3.5
104493,795,58559,5
104495,795,59615,4
104496,795,59784,3.5
104518,796,141,3
104519,796,150,5
104523,796,316,4
104525,796,329,5
104541,797,500,3
104571,797,4963,4.5
104596,797,8640,4
104602,797,33166,4.5
104613,797,48385,3
104623,797,58559,4.5
104655,797,80549,4
104667,797,90403,4
104675,798,163,4
104690,798,1270,3.5
104704,798,3301,4
104721,798,4963,4
104750,798,33166,4
104772,798,58559,4.5
104789,798,73321,4
104793,798,78499,4.5
